ZCTA5,LANDSQMT,WATERSQMT,LANDSQMI,WATERSQMI,POPULATION,HSGUNITS,INTPTLAT,INTPTLON,,
12450,25634491,0,9.89753273,0,183,211,42.133247,-74.24428,,
12451,30576124,134106,11.80550798,0.051778618,1674,898,42.304893,-73.948176,,
12452,22230440,0,8.583221235,0,213,207,42.252384,-74.364937,,
12453,1277726,0,0.493332788,0,366,174,42.093389,-73.936281,,
12454,28838772,114432,11.13471259,0.044182444,297,280,42.286951,-74.149495,,
12455,198660502,2917964,76.70325191,1.126632247,1988,1695,42.14071,-74.659523,,
12456,1399184,52824,0.540227986,0.020395461,639,245,42.032997,-73.998278,,
12457,36189767,0,13.97294775,0,763,553,42.044072,-74.252501,,
12458,83665854,255786,32.3035682,0.098759531,3232,1182,41.822918,-74.43208,,
12459,19706616,15716,7.608767299,0.006067982,161,181,42.240382,-74.678893,,
12460,5344180,0,2.063399522,0,277,161,42.415615,-74.14759,,
12461,61872153,58368,23.88897284,0.022536012,1634,964,41.904961,-74.267998,,
12463,28028103,66577,10.82171153,0.025705525,1484,825,42.205593,-74.020774,,
12464,114332114,25209,44.14387789,0.00973325,1020,916,42.027684,-74.359949,,
12465,7493022,25678,2.893072091,0.009914332,266,312,42.157153,-74.460016,,
12466,2688098,0,1.037880484,0,2471,1183,41.904345,-73.979025,,
12468,112952135,298023,43.61106499,0.115067328,1036,852,42.304177,-74.427185,,
12469,87813018,51694,33.90479724,0.019959166,677,594,42.447741,-74.238585,,
12470,25344632,101505,9.78561754,0.039191301,536,308,42.300387,-74.095476,,
12471,907991,531303,0.3505773,0.205137244,215,114,41.843871,-74.041344,,
12472,9243857,420147,3.569073293,0.162219671,1572,827,41.84709,-74.079544,,
12473,38891152,0,15.01595838,0,861,476,42.258166,-74.041007,,
12474,114363275,91280,44.15590922,0.035243407,1162,943,42.323807,-74.583034,,
12475,3183034,0,1.22897635,0,354,161,42.015237,-74.015432,,
12477,170522601,1302706,65.83914713,0.50297762,18787,8842,42.091943,-73.990006,,
12480,87890125,54349,33.93456842,0.020984267,634,524,42.135377,-74.391252,,
12481,32416793,289711,12.51619428,0.111858047,1356,704,41.987348,-74.228435,,
12482,5726553,0,2.211034568,0,680,345,42.268143,-73.955446,,
12483,8608112,76906,3.323610766,0.029693574,259,298,41.672384,-74.422001,,
12484,61600815,82433,23.78420865,0.031827561,2733,1376,41.861843,-74.176532,,
12485,21729903,278203,8.389962811,0.107414783,865,910,42.204998,-74.144197,,
12486,8784846,489968,3.391848148,0.18917771,1523,661,41.832417,-74.063984,,
12487,40673239,734930,15.70402604,0.283758071,3268,1437,41.869399,-73.998795,,
12489,15922250,208220,6.147615356,0.080394195,1292,259,41.750485,-74.358293,,
12490,1352603,8150,0.52224296,0.003146733,110,64,42.122227,-73.925237,,
12491,23279872,771736,8.988409213,0.297968948,1675,815,41.965186,-74.141441,,
12492,99619938,0,38.46347473,0,271,298,42.184926,-74.335763,,
12493,17854456,53565,6.893644295,0.020681563,495,233,41.785589,-73.974095,,
12494,48545559,0,18.74354592,0,764,489,41.956599,-74.292894,,
12495,23672913,0,9.140163198,0,265,244,42.084923,-74.24068,,
12496,122209566,180755,47.18537924,0.069789899,1634,2198,42.337294,-74.269692,,
12498,56454302,24959,21.79712879,0.009636724,4851,3162,42.046044,-74.109455,,
12501,79187390,842379,30.57442351,0.325244364,2457,1149,41.863492,-73.573604,,
12502,84770055,1477400,32.72990261,0.570427353,1164,745,42.086568,-73.664724,,
12503,54466824,408931,21.02975921,0.157889149,775,521,42.035959,-73.580146,,
12504,3809756,2105941,1.470955078,0.813108401,1395,47,42.034804,-73.912425,,
12507,3608974,306020,1.393432711,0.118154988,167,77,42.008182,-73.918958,,
12508,37721340,180243,14.56429142,0.069592214,19880,7703,41.495995,-73.953632,,
12512,1155772,2167,0.446246083,0.000836683,127,71,41.548499,-73.968402,,
12513,7561218,52857,2.919402715,0.020408203,651,367,42.219307,-73.720481,,
12514,69011672,713327,26.64555666,0.275417106,2938,1384,41.877418,-73.764441,,
12515,12904933,116045,4.982622699,0.044805227,1549,616,41.684774,-74.06484,,
12516,39459703,1119495,15.23547715,0.432239454,1833,1018,42.106275,-73.563583,,
12517,27089241,40338,10.45921487,0.01557459,509,292,42.114296,-73.507454,,
12518,25591374,305894,9.880885162,0.118106339,5870,2494,41.416157,-74.043064,,
12520,10238545,58816,3.953124493,0.022708986,3109,1311,41.428017,-73.996195,,
12521,85181270,813505,32.88867362,0.31409605,1644,1130,42.171335,-73.650487,,
12522,96671668,1148145,37.32514127,0.443301282,5172,2369,41.715067,-73.599402,,
12523,56693421,478469,21.88945316,0.184737922,1798,1014,42.086878,-73.759502,,
12524,42002747,503186,16.21735197,0.194281209,15598,6369,41.529535,-73.890419,,
12525,60890860,922850,23.51009348,0.356314392,3311,1516,41.691551,-74.188198,,
12526,82927404,416933,32.01845105,0.160978738,3686,1862,42.122234,-73.858769,,
12527,402995,0,0.155597246,0,147,62,41.519426,-73.93567,,
12528,106793691,1667175,41.23327637,0.643699894,13344,5454,41.722054,-74.009482,,
12529,170926882,2511224,65.9952409,0.969589048,2859,1908,42.19874,-73.542728,,
12530,900455,0,0.347667634,0,124,65,42.207467,-73.687764,,
12531,45311426,2606887,17.49484013,1.006524741,3601,1450,41.540555,-73.671671,,
12533,125881545,1960407,48.60313832,0.756917407,25307,9222,41.561643,-73.787605,,
12534,225343752,3146261,87.00571277,1.214778215,17867,8716,42.217345,-73.752256,,
12538,68315753,514961,26.37686082,0.198827562,14578,5674,41.792345,-73.893141,,
12540,88356663,776738,34.11469976,0.299900231,7802,2785,41.671202,-73.724891,,
12542,37073189,516313,14.31403891,0.199349572,5913,2436,41.613876,-74.015014,,
12543,29725867,1596747,11.4772219,0.61650749,3001,1178,41.49554,-74.173101,,
12545,140368268,2074452,54.19649357,0.800950429,4763,2431,41.782912,-73.669343,,
12546,118132331,1306106,45.61114994,0.504290367,3039,1642,41.948,-73.523357,,
12547,26804787,452325,10.34938656,0.174643666,2891,1174,41.660687,-73.986567,,
12548,15205630,538480,5.870926815,0.207908299,1494,597,41.657701,-74.101802,,
12549,100515697,1355805,38.80932923,0.523479259,10201,3704,41.528031,-74.259365,,
12550,89919649,3002177,34.71817205,1.159147069,54447,20342,41.539574,-74.057223,,
12553,63896350,2362435,24.67051971,0.912141292,24438,9650,41.455714,-74.074901,,
12561,154097024,2195836,59.49719613,0.847817056,18308,6733,41.759307,-74.096058,,
12563,59105048,1405403,22.82058759,0.542629155,8084,2600,41.499189,-73.587226,,
12564,105193151,1525869,40.6153044,0.58914134,7338,3052,41.582617,-73.582587,,
12565,3758959,113677,1.451342246,0.043890937,1487,705,42.247128,-73.647638,,
12566,140847882,543819,54.38167358,0.209969699,10753,4322,41.633519,-74.319661,,
12567,118836781,1493278,45.88313961,0.576557884,2854,1579,41.986196,-73.642221,,
12569,85571044,1448490,33.0391662,0.559265139,9826,4086,41.734556,-73.79284,,
12570,55711916,689352,21.51049194,0.266160307,7699,2662,41.626321,-73.675662,,
12571,150018905,1682551,57.92262551,0.649636601,9918,4548,42.002775,-73.809608,,
12572,130943241,2525703,50.55747015,0.975179422,9123,4376,41.924885,-73.863664,,
12574,1304571,0,0.503697701,0,329,189,41.917688,-73.945658,,
12575,25622807,657877,9.893021512,0.254007741,2258,781,41.466704,-74.178871,,
12577,15203799,408016,5.870219862,0.157535865,2029,700,41.42404,-74.122142,,
12578,40541503,428467,15.65316249,0.165432041,2411,979,41.809125,-73.795858,,
12580,55835535,598407,21.55822151,0.231046244,4402,1844,41.863649,-73.871534,,
12581,104718236,1021190,40.43193868,0.39428368,2246,1231,41.901879,-73.700652,,
12582,33105980,1043487,12.78229088,0.4028926,6191,1420,41.544294,-73.738443,,
12583,33717176,211480,13.01827499,0.081652888,2451,1084,42.063367,-73.868652,,
12585,12748970,204004,4.922405046,0.078766388,885,335,41.726404,-73.69151,,
12586,61415272,1029698,23.7125701,0.397568637,12540,4740,41.562765,-74.170102,,
12589,148535998,3334249,57.35007189,1.287360791,17228,5192,41.623791,-74.158771,,
12590,89249211,1382142,34.45931448,0.533648032,35102,13905,41.592556,-73.886853,,
12592,48443596,598767,18.70417778,0.231185241,1486,653,41.802074,-73.578624,,
12594,62322881,1600457,24.06299991,0.617939929,4275,1692,41.684401,-73.557677,,
12601,48707908,694108,18.80622922,0.267996608,43398,17530,41.701908,-73.911521,,
12603,83725860,601969,32.32673665,0.23242154,42810,16411,41.675868,-73.864484,,
12604,255320,0,0.098579607,0,586,2,41.688266,-73.892261,,
12701,148945075,3585248,57.50801741,1.384272051,11324,6521,41.650261,-74.700396,,
12719,44632414,1147677,17.23267212,0.443120586,1207,738,41.49825,-74.904285,,
12720,33270953,1346408,12.84598732,0.519851057,172,151,41.645848,-74.907849,,
12721,65672753,262339,25.35639277,0.101289658,6627,2756,41.581723,-74.422421,,
12722,720906,0,0.278343375,0,158,77,41.590634,-74.374304,,
12723,81985907,1297012,31.65493701,0.500779154,1826,1105,41.7531,-74.987694,,
12724,19570755,1404,7.556311072,0.000542087,245,189,41.837621,-74.958711,,
12725,175563256,268136,67.78535499,0.103527893,277,314,41.983131,-74.5697,,
12726,75838745,1681429,29.28150439,0.649203394,1162,811,41.708209,-75.017203,,
12729,57485832,895285,22.19540477,0.345671486,1874,865,41.475792,-74.623499,,
12732,64922639,1967789,25.06677212,0.759767613,786,582,41.551929,-74.874588,,
12733,13190880,115040,5.093027458,0.044417194,1446,710,41.72477,-74.617933,,
12734,35669164,94065,13.7719418,0.036318701,867,555,41.734585,-74.75046,,
12736,15763379,998,6.086274917,0.00038533,118,123,41.852843,-75.021754,,
12737,92723187,6011768,35.80062417,2.3211567,1910,1242,41.501481,-74.798632,,
12738,16988123,122383,6.559151239,0.047252342,320,189,41.676179,-74.58612,,
12740,192577672,2721720,74.35465801,1.050862012,1886,1148,41.938918,-74.433956,,
12741,21362293,316590,8.24802779,0.122236088,351,230,41.839141,-75.077725,,
12742,5568508,20998,2.15001305,0.008107373,181,131,41.724328,-74.723518,,
12743,21217377,1613736,8.192075407,0.623066979,389,333,41.548639,-74.831043,,
12745,4161115,0,1.606615552,0,178,100,41.783433,-75.024648,,
12746,36728527,837301,14.18096416,0.323283737,937,400,41.442383,-74.656826,,
12747,36139531,1169949,13.95355152,0.451719854,1714,920,41.750928,-74.692894,,
12748,56792304,398264,21.9276321,0.153770597,2076,1160,41.774642,-74.922609,,
12749,7618590,66913,2.941554169,0.025835255,300,439,41.695254,-74.841166,,
12750,11019331,571521,4.254587666,0.220665501,187,120,41.729237,-74.967508,,
12751,8850777,1203793,3.41730425,0.464787096,1054,516,41.695872,-74.664427,,
12752,4487698,365223,1.732709959,0.141013395,242,248,41.680039,-74.99419,,
12754,68832503,457218,26.57637912,0.176532864,7221,3915,41.799066,-74.736412,,
12758,394711185,3686289,152.398847,1.423284201,4042,2902,41.940283,-74.739118,,
12759,16019879,574943,6.185310125,0.221986743,1649,1489,41.78173,-74.658853,,
12760,109596902,1044381,42.31560223,0.403237776,482,592,41.903931,-75.107835,,
12762,16425311,1269555,6.341848302,0.490177947,512,279,41.664364,-74.792204,,
12763,36955489,459645,14.26859468,0.177469934,942,699,41.676348,-74.522774,,
12764,154042083,4610051,59.47598329,1.779950718,1802,1361,41.591553,-74.995556,,
12765,32358677,122187,12.49375557,0.047176666,885,419,41.852332,-74.621157,,
12766,20816277,13955,8.037209825,0.005388056,437,296,41.815208,-74.978854,,
12767,7657508,40778,2.956580494,0.015744474,126,81,41.838093,-74.994415,,
12768,90234888,1349859,34.83988652,0.521183496,1131,912,41.864443,-74.730022,,
12769,12781739,0,4.935057228,0,253,164,41.657943,-74.46728,,
12770,11652326,709961,4.498988412,0.274117486,296,193,41.449112,-74.843115,,
12771,89661260,1948412,34.6184075,0.752286111,14511,6165,41.37438,-74.624279,,
12775,27151049,2812798,10.48307907,1.086027426,2297,1557,41.615654,-74.592331,,
12776,284054836,3539018,109.67419,1.366422547,2180,2034,41.963382,-74.958681,,
12777,136637261,3712633,52.75594366,1.433455676,764,536,41.561802,-74.709618,,
12778,14797059,289051,5.713176663,0.11160322,633,1064,41.642678,-74.81755,,
12779,22232718,950536,8.584100776,0.367004017,2460,1489,41.702466,-74.632195,,
12780,61706612,1855552,23.8250571,0.716432663,2312,1102,41.440142,-74.727343,,
12781,11051465,0,4.266994673,0,307,168,41.619677,-74.466384,,
12783,86119538,2839651,33.25094093,1.096395427,1668,1308,41.738633,-74.833724,,
12784,5854688,17004,2.260507771,0.006565281,94,59,41.669877,-74.63824,,
12785,43164075,2315153,16.66574324,0.893885609,1024,460,41.532391,-74.561271,,
12786,38752747,7226293,14.9625199,2.790087444,665,811,41.63863,-74.857203,,
12787,9090606,4208,3.509902749,0.001624718,452,256,41.795396,-74.845023,,
12788,60861148,548118,23.49862162,0.211629552,2908,1373,41.787539,-74.589315,,
12789,24837343,351186,9.589752153,0.135593678,1838,1564,41.704127,-74.571025,,
12790,114989586,4913713,44.39772926,1.897195277,4518,3048,41.592121,-74.517603,,
12791,16984129,25567,6.557609147,0.009871474,737,417,41.817275,-74.89287,,
12792,8783380,6194,3.391282122,0.002391517,335,230,41.51392,-74.95982,,
12801,10226789,358646,3.948585476,0.138474001,14707,7112,43.31116,-73.645286,,
12803,15328805,1268109,5.918484951,0.489619643,7567,3272,43.290078,-73.629363,,
12804,137536468,5888953,53.10312944,2.273737562,26540,11902,43.340954,-73.685911,,
12808,57457280,7381139,22.18438078,2.849873822,306,626,43.760148,-73.715618,,
12809,131112433,3340957,50.62279555,1.289950764,3528,1759,43.237078,-73.454505,,
12810,171986539,2953833,66.40437678,1.140481346,627,363,43.491968,-73.985941,,
12811,4458806,0,1.721554694,0,127,65,43.605466,-74.028328,,
12812,160448216,11741977,61.94940517,4.533602858,150,324,43.875794,-74.389767,,
12814,117848404,849011,45.5015251,0.327804994,1574,1822,43.624539,-73.636202,,
12815,94772411,7707307,36.59183402,2.975807996,871,1112,43.695951,-73.667874,,
12816,163571713,1063436,63.15539416,0.410594953,4610,2400,43.044236,-73.382032,,
12817,138758721,5656000,53.57504398,2.183793902,2274,2164,43.639585,-73.823628,,
12819,75047529,1202575,28.97601417,0.464316823,403,247,43.59087,-73.468547,,
12821,14369840,158825,5.548226478,0.061322678,2750,141,43.453564,-73.415995,,
12822,170474238,3745524,65.82047407,1.446154963,6200,3110,43.228513,-73.922216,,
12823,11034861,209331,4.260583833,0.080823154,238,152,43.179961,-73.409117,,
12824,39273408,1260401,15.16354825,0.486643567,894,868,43.524757,-73.727177,,
12827,319466275,4006896,123.3466236,1.547071261,3877,1860,43.460929,-73.529859,,
12828,119981527,3634806,46.32512853,1.403406502,9448,3921,43.254993,-73.558355,,
12831,173966676,2568303,67.16891198,0.991627374,17416,6748,43.195329,-73.691811,,
12832,208192313,1646167,80.38350487,0.635588659,7106,3164,43.358466,-73.330271,,
12833,91286323,393998,35.24584786,0.152123485,4401,1833,43.15,-73.840896,,
12834,224494051,2468500,86.67764136,0.953093219,6594,2914,43.094213,-73.500556,,
12835,252273569,5089050,97.40337368,1.964893274,2603,2865,43.332745,-74.006337,,
12836,113827959,1218492,43.94922254,0.470462411,574,731,43.71234,-73.605592,,
12837,38317817,445621,14.79459248,0.172055237,857,367,43.476445,-73.255601,,
12838,13159674,5586,5.080978754,0.002156767,608,262,43.329069,-73.404949,,
12839,84244822,557730,32.52710901,0.215340766,13588,5899,43.354486,-73.553953,,
12841,43945319,105970,16.96738325,0.040915247,77,326,43.605595,-73.533429,,
12842,491170981,25654780,189.6421841,9.905366357,1166,1499,43.738346,-74.367058,,
12843,151715893,1554764,58.57783627,0.600297762,600,421,43.565104,-73.972748,,
12844,7089980,0,2.737456699,0,199,352,43.489396,-73.621194,,
12845,114704533,787124,44.28766967,0.303910288,4842,3744,43.424048,-73.71274,,
12846,150632234,3025615,58.15943317,1.168196532,3298,2106,43.345954,-73.789719,,
12847,1141125958,98234557,440.5912143,37.92857612,605,1316,44.008384,-74.609231,,
12849,7043412,28971,2.719476693,0.011185766,385,159,43.449567,-73.29832,,
12850,121116231,2286569,46.76324022,0.882849264,2835,1390,43.102616,-73.981441,,
12851,287843673,6315597,111.1370682,2.438465738,366,350,43.841891,-74.034467,,
12852,316595914,13755025,122.238371,5.31084507,436,692,43.936189,-74.163697,,
12853,225188658,3765949,86.94583064,1.4540411,1770,1230,43.657786,-74.065037,,
12855,471847623,8333748,182.1813935,3.217678229,259,300,44.02701,-73.758053,,
12856,164699955,2777920,63.59101085,1.072560954,187,261,43.66594,-74.142961,,
12857,111194421,1426818,42.93240779,0.550897533,498,494,43.819563,-73.89062,,
12858,25343723,3748905,9.785266573,1.447460374,59,288,43.908933,-73.67578,,
12859,57024807,150828,22.01740201,0.058235019,2220,899,43.171875,-73.920872,,
12860,41666976,555306,16.08771006,0.214404854,748,510,43.757003,-73.843348,,
12861,84928002,1465753,32.79088629,0.565930421,609,674,43.746887,-73.417527,,
12862,6029642,519198,2.328057891,0.200463477,17,29,43.685403,-73.910321,,
12863,9307447,0,3.59362553,0,533,247,43.060377,-73.931904,,
12864,540542,0,0.208704442,0,36,150,43.72731,-74.305442,,
12865,187378618,892399,72.34729196,0.344557195,3663,1819,43.214159,-73.347451,,
12866,173572752,10608102,67.01681707,4.095811255,36915,17843,43.073715,-73.740236,,
12870,276867285,18310301,106.8990609,7.069647041,1509,1765,43.830056,-73.761222,,
12871,77071744,2195297,29.75756799,0.847608946,4084,1764,43.088569,-73.612965,,
12872,790310,0,0.30514041,0,31,60,43.874656,-73.734418,,
12873,54696406,569,21.11840132,0.000219692,736,406,43.117451,-73.311646,,
12874,55472480,796414,21.41804518,0.307497178,142,410,43.69056,-73.549746,,
12878,221646020,2699541,85.5780104,1.042298652,719,565,43.415025,-74.02745,,
12883,206813734,5119218,79.85123252,1.976541204,5025,2900,43.836623,-73.552805,,
12884,1290125,0,0.498120069,0,486,201,43.088396,-73.591291,,
12885,186019419,4924927,71.82250227,1.901525026,4602,2463,43.523052,-73.806561,,
12886,37497688,137940,14.47793889,0.053258934,269,195,43.682704,-73.93466,,
12887,216721070,2581093,83.67647649,0.996565621,4972,2391,43.53676,-73.365798,,
12901,196711665,1925075,75.9508017,0.743275645,33439,14456,44.704021,-73.471148,,
12903,1496374,6877,0.577753256,0.002655225,1217,649,44.680303,-73.445883,,
12910,168194247,923425,64.94016459,0.356536401,2148,874,44.855031,-73.636413,,
12911,224627,131066,0.086728973,0.050604868,36,19,44.52144,-73.460805,,
12912,234063678,11339146,90.37249516,4.378068933,1998,1241,44.48095,-73.772496,,
12913,70246208,5760885,27.12221369,2.224290228,1157,646,44.430097,-74.002212,,
12914,82617750,425162,31.89889297,0.164155973,1044,421,44.927419,-74.602942,,
12916,107389627,35657,41.46336856,0.013767245,2135,935,44.834052,-74.515665,,
12917,111572726,0,43.07847218,0,1403,609,44.927638,-74.178909,,
12918,101768931,1075303,39.29320561,0.415176827,2381,1023,44.700736,-73.676657,,
12919,99475036,801087,38.40752776,0.309301433,3037,1514,44.964535,-73.447082,,
12920,240332312,3260016,92.79282838,1.258699268,2842,1544,44.882768,-74.066012,,
12921,86036723,363044,33.21896588,0.140172078,2410,1194,44.891337,-73.438073,,
12922,113875937,3637443,43.96774695,1.404424654,65,150,44.286614,-74.702114,,
12923,135679160,75209,52.38601878,0.029038358,632,344,44.960311,-73.939425,,
12924,7051378,196494,2.722552382,0.075866761,158,75,44.481354,-73.580617,,
12926,125565670,54989,48.48117829,0.021231373,2208,999,44.950817,-74.328997,,
12927,286462874,34203057,110.6039387,13.2058747,224,580,44.207326,-74.809703,,
12928,195534606,2201775,75.49633666,0.850110116,2028,1117,43.963848,-73.583301,,
12929,3083885,0,1.190694706,0,3938,510,44.720027,-73.719234,,
12930,93669930,195597,36.1661637,0.075520427,634,367,44.720458,-74.543229,,
12932,165054727,2025047,63.72798909,0.781875051,1236,806,44.21488,-73.6102,,
12933,70856,0,0.027357656,0,17,7,44.890994,-73.845341,,
12934,152424209,54712,58.85131862,0.021124422,1074,506,44.875311,-73.873753,,
12935,255406522,9100083,98.61301365,3.513561839,1748,960,44.844657,-73.796933,,
12936,79797317,246063,30.80991765,0.095005459,599,539,44.285061,-73.401449,,
12937,84759742,11744,32.72592074,0.004534384,1572,718,44.960847,-74.478455,,
12939,10712786,57867,4.136229975,0.022342575,205,97,44.432955,-74.160828,,
12941,104831845,718113,40.47580336,0.277264991,1428,941,44.348458,-73.705667,,
12942,137102053,316872,52.93540086,0.122344968,646,589,44.232563,-73.827579,,
12943,266782108,1434185,103.0051521,0.553741948,459,603,44.122758,-73.883516,,
12944,233415227,4819477,90.12212682,1.860810552,4080,2151,44.442367,-73.514751,,
12945,86008134,18693727,33.2079276,7.217688653,638,611,44.309091,-74.24044,,
12946,335263968,10506291,129.4461472,4.056501806,5492,3694,44.206113,-74.04628,,
12950,122090752,366605,47.13950489,0.141546988,929,425,44.318369,-73.581246,,
12952,74692925,0,28.8391008,0,546,392,44.708318,-73.905659,,
12953,544978529,11224205,210.4173954,4.333689963,15836,5610,44.745188,-74.260113,,
12955,79475690,10522730,30.68573677,4.06284894,381,361,44.80665,-73.970421,,
12956,23339134,475627,9.0112904,0.183640619,1259,547,44.097612,-73.481334,,
12957,82758629,0,31.95328666,0,1726,791,44.848323,-74.574604,,
12958,96217850,357588,37.14992116,0.138065505,1929,864,44.960855,-73.572178,,
12959,100049168,261371,38.62920137,0.100915912,1369,636,44.952351,-73.719912,,
12960,78741370,906675,30.40221422,0.35006919,1148,538,44.015756,-73.572348,,
12961,10361538,0,4.000612358,0,180,88,44.057111,-73.549539,,
12962,111388378,1070268,43.00729501,0.413232803,5499,2283,44.701391,-73.605439,,
12964,89349554,1836919,34.49805713,0.709238421,161,140,44.125919,-73.626721,,
12965,24695575,63924,9.53501522,0.024681195,516,226,44.703456,-74.685289,,
12966,223147842,174302,86.15786714,0.067298381,2915,1305,44.798893,-74.418685,,
12967,97402414,83171,37.60728389,0.032112504,1223,495,44.774921,-74.657566,,
12969,255505860,4808511,98.65136827,1.856576556,423,549,44.710879,-74.098205,,
12970,130223819,9345884,50.27969975,3.60846614,963,296,44.478136,-74.307514,,
12972,214262312,1511191,82.72714468,0.583474132,6364,2619,44.554081,-73.569296,,
12973,92427930,3114229,35.6866248,1.20241059,187,136,44.287677,-74.594706,,
12974,20815331,37694,8.036844572,0.014553735,1599,838,44.060141,-73.464831,,
12975,7385720,0,2.851642556,0,265,170,44.529091,-73.430536,,
12976,99378671,3101939,38.37032102,1.197665395,260,246,44.520475,-74.213593,,
12977,23166590,290683,8.944670786,0.112233339,1753,61,44.277015,-74.072971,,
12978,6769081,0,2.613556897,0,403,161,44.61636,-73.808712,,
12979,8804362,0,3.399383318,0,2304,1175,44.991653,-73.373373,,
12980,662489149,8880178,255.7885013,3.42865604,1304,1259,44.563851,-74.524079,,
12981,274546708,2005451,106.0030811,0.774308993,2253,1080,44.627097,-73.84585,,
12983,545251438,53331721,210.5227661,20.59149347,7494,4840,44.28642,-74.171593,,
12985,143316060,665874,55.33464248,0.2570954,1072,481,44.560709,-73.738967,,
12986,585953923,61745161,226.2380841,23.83994096,6120,3741,44.226011,-74.480931,,
12987,16055169,38405,6.198935671,0.014828254,201,142,44.320841,-73.75346,,
12989,382676633,7289385,147.7522803,2.814447403,1010,863,44.520107,-74.06977,,
12992,164634896,331200,63.56589142,0.12787704,4778,2046,44.817451,-73.517698,,
12993,186644554,612822,72.06386825,0.236611907,1623,1197,44.211345,-73.476221,,
12996,131811853,2260753,50.89284313,0.87288165,2086,1650,44.355279,-73.448053,,
12997,168962963,602556,65.23696751,0.232648182,1239,827,44.372798,-73.892043,,
12998,31177925,319714,12.03786465,0.123442271,526,262,44.0778,-73.576545,,
13020,1211234,0,0.467660082,0,150,54,42.816424,-76.074504,,
13021,311324723,577631,120.2031527,0.223024585,39506,18525,42.922279,-76.558539,,
13024,107576,0,0.041535328,0,1733,0,42.934596,-76.574232,,
13026,72911005,39923,28.15109761,0.015414357,1914,917,42.744043,-76.652266,,
13027,176272751,4807535,68.05929255,1.85619972,31637,13717,43.166437,-76.364345,,
13028,48400493,781132,18.68753562,0.301596764,1350,817,43.301187,-75.926835,,
13029,45892381,992796,17.71914812,0.383320695,7109,2999,43.225942,-76.151342,,
13030,34495568,227742,13.31881383,0.087931682,3892,1845,43.152233,-75.962695,,
13031,62949560,25879,24.30496203,0.009991938,15551,6730,43.044464,-76.310286,,
13032,211148666,225951,81.52495919,0.087240173,12790,5785,43.081629,-75.76605,,
13033,159671235,1329876,61.64941112,0.513468016,3556,1492,43.188494,-76.562626,,
13034,62926173,243140,24.29593226,0.093876883,1989,1089,42.961986,-76.711189,,
13035,193709202,5066142,74.79154421,1.956048445,8617,3542,42.940856,-75.830147,,
13036,126354465,1266904,48.78573376,0.48915439,8680,3723,43.309256,-76.166775,,
13037,105984908,234737,40.92100349,0.090632466,8897,3727,43.062303,-75.855983,,
13039,58521744,18438,22.59537264,0.007118952,17537,6805,43.172142,-76.056249,,
13040,248912987,1373899,96.10584566,0.530465392,2758,1313,42.559649,-75.930761,,
13041,47296860,1109331,18.26142052,0.428315112,10705,3992,43.192089,-76.192302,,
13042,86798635,929513,33.51314176,0.358886991,2356,1265,43.26045,-75.85258,,
13044,71937295,792410,27.77514606,0.305951224,2512,1090,43.291249,-75.996241,,
13045,276033075,889470,106.5769706,0.343426302,30112,12112,42.573807,-76.202102,,
13051,610483,0,0.235708814,0,153,71,42.876725,-75.908639,,
13052,125504924,2383795,48.45772413,0.920388434,1679,1104,42.71231,-75.865194,,
13053,85939700,660726,33.18150509,0.255107746,5015,2084,42.479574,-76.267919,,
13054,57244069,469494,22.10205955,0.181272655,1582,633,43.169352,-75.666823,,
13057,72130925,553525,27.84990703,0.213717206,14992,6828,43.101955,-76.037919,,
13060,41419807,46324,15.99227757,0.017885797,2806,1191,43.022862,-76.411872,,
13061,67308609,2528909,25.98800033,0.976417265,1040,754,42.871851,-75.762081,,
13062,467202,16917,0.180387708,0.00653169,173,87,42.484095,-76.384376,,
13063,90064298,272669,34.77402135,0.105278094,1898,719,42.847849,-75.977961,,
13064,459975,2948338,0.177597348,1.138359714,64,122,43.328996,-76.711915,,
13066,38779103,757897,14.97269601,0.29262568,12390,5551,43.032475,-76.000667,,
13068,132436583,814774,51.13405274,0.314586014,5368,2281,42.492431,-76.359199,,
13069,277685461,9567052,107.2149605,3.693859585,24931,10482,43.329278,-76.380658,,
13071,64278146,65138,24.81793197,0.025149923,1023,430,42.675103,-76.542586,,
13072,121858807,46852,47.04995042,0.018089659,1123,482,42.76221,-75.763989,,
13073,142190941,305530,54.90023158,0.117965798,6423,2620,42.58367,-76.387923,,
13074,109971697,443363,42.4603114,0.171183419,4488,1808,43.310916,-76.549843,,
13076,39649587,18971,15.30879178,0.007324744,2393,918,43.353717,-76.149319,,
13077,182750477,1160209,70.56035665,0.447959218,6735,2948,42.727972,-76.211043,,
13078,100804191,1199426,38.92071739,0.463100987,9866,3759,42.958484,-76.061077,,
13080,72665577,6508492,28.05633733,2.512942917,3631,1772,43.09321,-76.485258,,
13081,75001738,30756,28.95833417,0.011874958,1169,671,42.673617,-76.627152,,
13082,61047647,1069998,23.57062928,0.413128555,4871,2099,43.10273,-75.959889,,
13083,150207362,166057,57.99538917,0.064114969,1809,825,43.645972,-75.978676,,
13084,111384869,29634,43.00594018,0.011441752,4409,1876,42.880541,-76.124474,,
13087,529334,437468,0.204377009,0.168907346,168,102,42.708597,-76.15405,,
13088,20613882,26880,7.959064675,0.010378426,22156,10664,43.112421,-76.189457,,
13090,38997883,341769,15.05716745,0.131957754,30124,12364,43.153084,-76.212402,,
